20.56 14.38 8.53 3.10 -16.98 -27.27 -31.32 -31.82 -30.47 -28.23 -25.65 -23.05 -20.57 -18.28 -16.21 -14.36 -12.71 -11.26 -9.98 -8.85 -7.85 -6.97 -6.19 -5.49 -4.88 -4.33 -3.84 -3.41 -3.01 -2.66 -2.35 -2.06 -1.80 -1.57 -1.35 -1.16 -0.98 -0.82 -0.67 -0.54 -0.41 -0.30 -0.19
20.71 14.64 8.90 3.58 -16.11 -26.22 -30.26 -30.83 -29.58 -27.45 -24.98 -22.47 -20.07 -17.85 -15.84 -14.04 -12.44 -11.03 -9.78 -8.67 -7.70 -6.84 -6.07 -5.39 -4.79 -4.25 -3.77 -3.35 -2.96 -2.61 -2.30 -2.02 -1.77 -1.54 -1.33 -1.13 -0.96 -0.80 -0.65 -0.52 -0.40 -0.28 -0.18
20.86 14.88 9.25 4.04 -15.26 -25.22 -29.24 -29.88 -28.72 -26.69 -24.32 -21.90 -19.58 -17.44 -15.49 -13.74 -12.18 -10.80 -9.58 -8.51 -7.55 -6.71 -5.96 -5.29 -4.70 -4.18 -3.71 -3.28 -2.91 -2.57 -2.26 -1.98 -1.73 -1.50 -1.30 -1.11 -0.94 -0.78 -0.63 -0.50 -0.38 -0.27 -0.17
20.99 15.12 9.59 4.48 -14.45 -24.25 -28.26 -28.95 -27.89 -25.96 -23.69 -21.36 -19.11 -17.03 -15.14 -13.44 -11.93 -10.58 -9.39 -8.34 -7.41 -6.58 -5.85 -5.20 -4.62 -4.10 -3.64 -3.23 -2.85 -2.52 -2.22 -1.94 -1.70 -1.47 -1.27 -1.08 -0.91 -0.76 -0.62 -0.48 -0.36 -0.25 -0.15
21.13 15.36 9.92 4.91 -13.66 -23.31 -27.31 -28.06 -27.08 -25.25 -23.07 -20.82 -18.66 -16.64 -14.80 -13.15 -11.68 -10.37 -9.21 -8.18 -7.27 -6.46 -5.74 -5.10 -4.53 -4.03 -3.57 -3.17 -2.80 -2.47 -2.18 -1.91 -1.66 -1.44 -1.24 -1.06 -0.89 -0.74 -0.60 -0.47 -0.35 -0.24 -0.14
21.26 15.58 10.24 5.32 -12.91 -22.41 -26.39 -27.19 -26.30 -24.56 -22.47 -20.31 -18.21 -16.26 -14.48 -12.87 -11.43 -10.16 -9.02 -8.02 -7.13 -6.34 -5.63 -5.01 -4.45 -3.95 -3.51 -3.11 -2.75 -2.43 -2.13 -1.87 -1.63 -1.41 -1.21 -1.03 -0.87 -0.72 -0.58 -0.45 -0.33 -0.23 -0.13
21.38 15.79 10.55 5.71 -12.17 -21.53 -25.50 -26.36 -25.54 -23.89 -21.89 -19.80 -17.78 -15.89 -14.15 -12.59 -11.20 -9.95 -8.85 -7.86 -6.99 -6.22 -5.53 -4.92 -4.37 -3.88 -3.45 -3.05 -2.70 -2.38 -2.09 -1.83 -1.60 -1.38 -1.19 -1.01 -0.85 -0.70 -0.56 -0.43 -0.32 -0.21 -0.11
21.50 16.00 10.85 6.10 -11.47 -20.69 -24.64 -25.55 -24.81 -23.24 -21.32 -19.31 -17.36 -15.52 -13.84 -12.32 -10.96 -9.75 -8.67 -7.71 -6.86 -6.10 -5.43 -4.83 -4.29 -3.81 -3.38 -3.00 -2.65 -2.34 -2.05 -1.80 -1.57 -1.35 -1.16 -0.99 -0.82 -0.68 -0.54 -0.42 -0.30 -0.20 -0.10
21.62 16.20 11.13 6.47 -10.79 -19.87 -23.81 -24.76 -24.10 -22.61 -20.77 -18.84 -16.95 -15.17 -13.54 -12.06 -10.74 -9.55 -8.50 -7.56 -6.73 -5.99 -5.33 -4.74 -4.21 -3.74 -3.32 -2.94 -2.60 -2.29 -2.01 -1.76 -1.53 -1.32 -1.13 -0.96 -0.80 -0.66 -0.52 -0.40 -0.29 -0.18 -0.09
21.73 16.39 11.41 6.82 -10.13 -19.09 -23.00 -24.00 -23.41 -22.00 -20.24 -18.37 -16.55 -14.82 -13.24 -11.80 -10.51 -9.36 -8.33 -7.42 -6.60 -5.88 -5.23 -4.65 -4.14 -3.68 -3.26 -2.89 -2.55 -2.25 -1.98 -1.73 -1.50 -1.30 -1.11 -0.94 -0.78 -0.64 -0.51 -0.38 -0.27 -0.17 -0.07
21.84 16.58 11.68 7.17 -9.49 -18.33 -22.22 -23.26 -22.74 -21.41 -19.72 -17.92 -16.16 -14.49 -12.95 -11.55 -10.30 -9.17 -8.17 -7.27 -6.48 -5.77 -5.13 -4.57 -4.06 -3.61 -3.20 -2.84 -2.51 -2.21 -1.94 -1.69 -1.47 -1.27 -1.08 -0.91 -0.76 -0.62 -0.49 -0.37 -0.26 -0.16 -0.06
21.94 16.76 11.93 7.50 -8.88 -17.59 -21.47 -22.55 -22.09 -20.83 -19.22 -17.49 -15.78 -14.16 -12.67 -11.31 -10.08 -8.99 -8.01 -7.13 -6.35 -5.66 -5.04 -4.48 -3.99 -3.54 -3.14 -2.78 -2.46 -2.17 -1.90 -1.66 -1.44 -1.24 -1.06 -0.89 -0.74 -0.60 -0.47 -0.35 -0.24 -0.14 -0.05
22.04 16.94 12.18 7.82 -8.29 -16.88 -20.74 -21.86 -21.46 -20.27 -18.73 -17.06 -15.41 -13.84 -12.39 -11.07 -9.88 -8.81 -7.85 -7.00 -6.23 -5.55 -4.95 -4.40 -3.92 -3.48 -3.09 -2.73 -2.41 -2.12 -1.86 -1.63 -1.41 -1.21 -1.03 -0.87 -0.72 -0.58 -0.45 -0.34 -0.23 -0.13 -0.04
22.14 17.10 12.42 8.13 -7.71 -16.19 -20.03 -21.19 -20.85 -19.73 -18.25 -16.64 -15.05 -13.53 -12.12 -10.84 -9.67 -8.63 -7.70 -6.86 -6.12 -5.45 -4.85 -4.32 -3.84 -3.41 -3.03 -2.68 -2.37 -2.08 -1.83 -1.59 -1.38 -1.19 -1.01 -0.85 -0.70 -0.56 -0.44 -0.32 -0.22 -0.12 -0.03
22.24 17.27 12.66 8.43 -7.16 -15.52 -19.35 -20.54 -20.26 -19.20 -17.78 -16.24 -14.70 -13.22 -11.86 -10.61 -9.48 -8.46 -7.55 -6.73 -6.00 -5.35 -4.77 -4.24 -3.77 -3.35 -2.97 -2.63 -2.32 -2.04 -1.79 -1.56 -1.35 -1.16 -0.98 -0.82 -0.68 -0.54 -0.42 -0.31 -0.20 -0.10 -0.01
22.33 17.43 12.88 8.72 -6.62 -14.87 -18.69 -19.91 -19.68 -18.69 -17.33 -15.85 -14.35 -12.93 -11.60 -10.38 -9.28 -8.29 -7.40 -6.60 -5.89 -5.25 -4.68 -4.16 -3.70 -3.29 -2.92 -2.58 -2.28 -2.00 -1.75 -1.53 -1.32 -1.13 -0.96 -0.80 -0.66 -0.53 -0.40 -0.29 -0.19 -0.09 -0.00
22.41 17.58 13.10 9.01 -6.10 -14.25 -18.04 -19.30 -19.12 -18.19 -16.89 -15.46 -14.02 -12.64 -11.35 -10.17 -9.09 -8.12 -7.25 -6.47 -5.78 -5.15 -4.59 -4.09 -3.64 -3.23 -2.86 -2.53 -2.24 -1.96 -1.72 -1.50 -1.29 -1.11 -0.94 -0.78 -0.64 -0.51 -0.39 -0.28 -0.17 -0.08 0.01
22.50 17.72 13.31 9.28 -5.60 -13.64 -17.42 -18.70 -18.58 -17.70 -16.47 -15.09 -13.70 -12.36 -11.10 -9.95 -8.91 -7.96 -7.11 -6.35 -5.67 -5.05 -4.51 -4.01 -3.57 -3.17 -2.81 -2.49 -2.19 -1.93 -1.68 -1.46 -1.26 -1.08 -0.91 -0.76 -0.62 -0.49 -0.37 -0.26 -0.16 -0.07 0.02
22.58 17.87 13.52 9.54 -5.11 -13.06 -16.82 -18.13 -18.05 -17.23 -16.05 -14.72 -13.38 -12.08 -10.86 -9.74 -8.72 -7.80 -6.97 -6.23 -5.56 -4.96 -4.42 -3.94 -3.50 -3.11 -2.76 -2.44 -2.15 -1.89 -1.65 -1.43 -1.24 -1.06 -0.89 -0.74 -0.60 -0.47 -0.35 -0.25 -0.15 -0.05 0.03
22.66 18.01 13.71 9.80 -4.64 -12.49 -16.23 -17.57 -17.54 -16.77 -15.65 -14.37 -13.07 -11.81 -10.63 -9.54 -8.55 -7.65 -6.84 -6.11 -5.45 -4.87 -4.34 -3.87 -3.44 -3.05 -2.71 -2.39 -2.11 -1.85 -1.62 -1.40 -1.21 -1.03 -0.87 -0.72 -0.58 -0.46 -0.34 -0.23 -0.13 -0.04 0.04
22.74 18.14 13.90 10.04 -4.18 -11.94 -15.66 -17.02 -17.04 -16.33 -15.25 -14.02 -12.77 -11.55 -10.40 -9.34 -8.37 -7.50 -6.70 -5.99 -5.35 -4.78 -4.26 -3.79 -3.38 -3.00 -2.66 -2.35 -2.07 -1.81 -1.58 -1.37 -1.18 -1.01 -0.85 -0.70 -0.56 -0.44 -0.32 -0.22 -0.12 -0.03 0.06
22.81 18.27 14.09 10.28 -3.74 -11.40 -15.11 -16.50 -16.55 -15.89 -14.87 -13.69 -12.47 -11.29 -10.18 -9.14 -8.20 -7.35 -6.57 -5.88 -5.25 -4.69 -4.18 -3.72 -3.31 -2.94 -2.61 -2.30 -2.03 -1.78 -1.55 -1.34 -1.15 -0.98 -0.82 -0.68 -0.54 -0.42 -0.31 -0.20 -0.11 -0.02 0.07
22.88 18.39 14.27 10.51 -3.31 -10.89 -14.58 -15.98 -16.08 -15.47 -14.49 -13.36 -12.18 -11.04 -9.96 -8.95 -8.03 -7.20 -6.45 -5.76 -5.15 -4.60 -4.10 -3.65 -3.25 -2.89 -2.56 -2.26 -1.99 -1.74 -1.52 -1.31 -1.13 -0.96 -0.80 -0.66 -0.53 -0.40 -0.29 -0.19 -0.09 -0.00 0.08
22.95 18.51 14.44 10.74 -2.90 -10.38 -14.06 -15.49 -15.62 -15.06 -14.13 -13.04 -11.90 -10.79 -9.74 -8.77 -7.87 -7.06 -6.32 -5.65 -5.05 -4.51 -4.03 -3.59 -3.19 -2.83 -2.51 -2.22 -1.95 -1.71 -1.49 -1.29 -1.10 -0.93 -0.78 -0.64 -0.51 -0.39 -0.28 -0.17 -0.08 0.01 0.09
23.02 18.63 14.61 10.95 -2.50 -9.90 -13.56 -15.00 -15.18 -14.66 -13.77 -12.72 -11.63 -10.55 -9.53 -8.58 -7.71 -6.92 -6.20 -5.54 -4.96 -4.43 -3.95 -3.52 -3.13 -2.78 -2.46 -2.17 -1.91 -1.67 -1.45 -1.26 -1.08 -0.91 -0.76 -0.62 -0.49 -0.37 -0.26 -0.16 -0.07 0.02 0.10
23.08 18.74 14.77 11.16 -2.11 -9.43 -13.07 -14.53 -14.75 -14.27 -13.42 -12.42 -11.36 -10.32 -9.33 -8.40 -7.55 -6.78 -6.08 -5.44 -4.86 -4.34 -3.88 -3.45 -3.07 -2.73 -2.41 -2.13 -1.87 -1.64 -1.42 -1.23 -1.05 -0.89 -0.74 -0.60 -0.47 -0.35 -0.25 -0.15 -0.05 0.03 0.11
23.14 18.85 14.93 11.37 -1.73 -8.97 -12.59 -14.07 -14.32 -13.89 -13.09 -12.12 -11.10 -10.09 -9.13 -8.23 -7.40 -6.64 -5.96 -5.33 -4.77 -4.26 -3.80 -3.39 -3.01 -2.67 -2.37 -2.09 -1.83 -1.60 -1.39 -1.20 -1.02 -0.86 -0.72 -0.58 -0.45 -0.34 -0.23 -0.13 -0.04 0.04 0.12
23.20 18.96 15.08 11.57 -1.36 -8.52 -12.13 -13.63 -13.91 -13.52 -12.76 -11.83 -10.85 -9.87 -8.93 -8.06 -7.25 -6.51 -5.84 -5.23 -4.68 -4.18 -3.73 -3.33 -2.96 -2.62 -2.32 -2.05 -1.80 -1.57 -1.36 -1.17 -1.00 -0.84 -0.69 -0.56 -0.44 -0.32 -0.22 -0.12 -0.03 0.05 0.13
23.26 19.06 15.23 11.76 -1.01 -8.09 -11.68 -13.20 -13.51 -13.15 -12.44 -11.55 -10.60 -9.65 -8.74 -7.89 -7.10 -6.38 -5.73 -5.13 -4.59 -4.10 -3.66 -3.26 -2.90 -2.57 -2.28 -2.01 -1.76 -1.54 -1.33 -1.15 -0.97 -0.82 -0.67 -0.54 -0.42 -0.31 -0.20 -0.11 -0.02 0.07 0.14
23.32 19.16 15.38 11.94 -0.66 -7.67 -11.24 -12.78 -13.12 -12.80 -12.12 -11.27 -10.35 -9.44 -8.55 -7.73 -6.96 -6.26 -5.61 -5.03 -4.50 -4.03 -3.59 -3.20 -2.85 -2.52 -2.23 -1.97 -1.72 -1.50 -1.30 -1.12 -0.95 -0.80 -0.65 -0.52 -0.40 -0.29 -0.19 -0.09 -0.01 0.08 0.15
23.37 19.26 15.52 12.12 -0.33 -7.26 -10.82 -12.37 -12.75 -12.46 -11.82 -11.00 -10.11 -9.23 -8.37 -7.56 -6.82 -6.13 -5.50 -4.93 -4.42 -3.95 -3.52 -3.14 -2.79 -2.48 -2.19 -1.93 -1.69 -1.47 -1.27 -1.09 -0.93 -0.77 -0.63 -0.50 -0.39 -0.28 -0.17 -0.08 0.01 0.09 0.16
23.43 19.35 15.65 12.30 -0.00 -6.87 -10.41 -11.97 -12.38 -12.13 -11.52 -10.73 -9.88 -9.02 -8.19 -7.41 -6.68 -6.01 -5.40 -4.84 -4.33 -3.87 -3.46 -3.08 -2.74 -2.43 -2.15 -1.89 -1.65 -1.44 -1.25 -1.07 -0.90 -0.75 -0.61 -0.49 -0.37 -0.26 -0.16 -0.07 0.02 0.10 0.17
23.48 19.45 15.78 12.47 0.32 -6.48 -10.01 -11.58 -12.02 -11.80 -11.23 -10.48 -9.65 -8.82 -8.01 -7.25 -6.54 -5.89 -5.29 -4.74 -4.25 -3.80 -3.39 -3.02 -2.69 -2.38 -2.10 -1.85 -1.62 -1.41 -1.22 -1.04 -0.88 -0.73 -0.59 -0.47 -0.35 -0.25 -0.15 -0.05 0.03 0.11 0.18
23.53 19.53 15.91 12.63 0.62 -6.11 -9.62 -11.21 -11.67 -11.48 -10.94 -10.22 -9.43 -8.63 -7.84 -7.10 -6.41 -5.77 -5.19 -4.65 -4.17 -3.73 -3.33 -2.96 -2.63 -2.33 -2.06 -1.81 -1.59 -1.38 -1.19 -1.02 -0.86 -0.71 -0.57 -0.45 -0.34 -0.23 -0.13 -0.04 0.04 0.12 0.19
23.57 19.62 16.03 12.79 0.92 -5.75 -9.24 -10.84 -11.32 -11.17 -10.67 -9.98 -9.21 -8.43 -7.67 -6.95 -6.28 -5.65 -5.08 -4.56 -4.09 -3.66 -3.26 -2.91 -2.58 -2.29 -2.02 -1.77 -1.55 -1.35 -1.16 -0.99 -0.83 -0.69 -0.56 -0.43 -0.32 -0.22 -0.12 -0.03 0.05 0.13 0.20
23.62 19.70 16.15 12.95 1.21 -5.39 -8.87 -10.48 -10.99 -10.87 -10.39 -9.74 -9.00 -8.25 -7.51 -6.81 -6.15 -5.54 -4.98 -4.47 -4.01 -3.59 -3.20 -2.85 -2.53 -2.24 -1.98 -1.74 -1.52 -1.32 -1.13 -0.96 -0.81 -0.67 -0.54 -0.42 -0.30 -0.20 -0.11 -0.02 0.07 0.14 0.21
23.66 19.78 16.27 13.10 1.49 -5.05 -8.51 -10.13 -10.67 -10.57 -10.13 -9.50 -8.79 -8.06 -7.35 -6.66 -6.02 -5.43 -4.88 -4.39 -3.93 -3.52 -3.14 -2.80 -2.48 -2.20 -1.94 -1.70 -1.49 -1.29 -1.11 -0.94 -0.79 -0.65 -0.52 -0.40 -0.29 -0.19 -0.09 -0.00 0.08 0.15 0.22
23.71 19.86 16.38 13.25 1.77 -4.72 -8.16 -9.79 -10.35 -10.29 -9.87 -9.27 -8.59 -7.88 -7.19 -6.52 -5.90 -5.32 -4.79 -4.30 -3.85 -3.45 -3.08 -2.74 -2.43 -2.15 -1.90 -1.67 -1.45 -1.26 -1.08 -0.92 -0.77 -0.63 -0.50 -0.38 -0.27 -0.17 -0.08 0.01 0.09 0.16 0.23
23.75 19.94 16.49 13.39 2.03 -4.39 -7.82 -9.46 -10.04 -10.01 -9.62 -9.05 -8.39 -7.71 -7.03 -6.39 -5.78 -5.21 -4.69 -4.22 -3.78 -3.38 -3.02 -2.69 -2.39 -2.11 -1.86 -1.63 -1.42 -1.23 -1.05 -0.89 -0.74 -0.61 -0.48 -0.36 -0.26 -0.16 -0.07 0.02 0.10 0.17 0.24
23.79 20.01 16.60 13.53 2.29 -4.07 -7.49 -9.14 -9.74 -9.73 -9.37 -8.83 -8.20 -7.54 -6.88 -6.25 -5.66 -5.11 -4.60 -4.13 -3.71 -3.31 -2.96 -2.63 -2.34 -2.07 -1.82 -1.60 -1.39 -1.20 -1.03 -0.87 -0.72 -0.59 -0.46 -0.35 -0.24 -0.14 -0.05 0.03 0.11 0.18 0.25
23.83 20.08 16.70 13.66 2.54 -3.77 -7.17 -8.83 -9.45 -9.46 -9.13 -8.61 -8.01 -7.37 -6.73 -6.12 -5.54 -5.00 -4.51 -4.05 -3.63 -3.25 -2.90 -2.58 -2.29 -2.03 -1.78 -1.56 -1.36 -1.17 -1.00 -0.84 -0.70 -0.57 -0.44 -0.33 -0.23 -0.13 -0.04 0.04 0.12 0.19 0.26
23.87 20.15 16.81 13.79 2.79 -3.47 -6.85 -8.52 -9.16 -9.20 -8.90 -8.40 -7.82 -7.20 -6.59 -5.99 -5.43 -4.90 -4.42 -3.97 -3.56 -3.19 -2.84 -2.53 -2.24 -1.98 -1.75 -1.53 -1.33 -1.14 -0.98 -0.82 -0.68 -0.55 -0.43 -0.31 -0.21 -0.12 -0.03 0.06 0.13 0.20 0.27
23.90 20.22 16.90 13.92 3.03 -3.17 -6.55 -8.22 -8.88 -8.95 -8.67 -8.20 -7.64 -7.04 -6.44 -5.86 -5.32 -4.80 -4.33 -3.89 -3.49 -3.12 -2.79 -2.48 -2.20 -1.94 -1.71 -1.49 -1.30 -1.12 -0.95 -0.80 -0.66 -0.53 -0.41 -0.30 -0.20 -0.10 -0.01 0.07 0.14 0.21 0.28
23.94 20.28 17.00 14.05 3.26 -2.89 -6.25 -7.93 -8.61 -8.70 -8.44 -8.00 -7.46 -6.88 -6.30 -5.74 -5.21 -4.71 -4.24 -3.81 -3.42 -3.06 -2.73 -2.43 -2.15 -1.90 -1.67 -1.46 -1.27 -1.09 -0.93 -0.78 -0.64 -0.51 -0.39 -0.28 -0.18 -0.09 -0.00 0.08 0.15 0.22 0.29
23.97 20.35 17.09 14.17 3.48 -2.61 -5.96 -7.65 -8.34 -8.45 -8.22 -7.80 -7.28 -6.73 -6.16 -5.62 -5.10 -4.61 -4.16 -3.74 -3.35 -3.00 -2.68 -2.38 -2.11 -1.86 -1.64 -1.43 -1.24 -1.06 -0.90 -0.75 -0.62 -0.49 -0.37 -0.27 -0.17 -0.07 0.01 0.09 0.17 0.23 0.30
24.01 20.41 17.18 14.28 3.70 -2.34 -5.67 -7.37 -8.08 -8.21 -8.01 -7.61 -7.11 -6.57 -6.03 -5.50 -4.99 -4.51 -4.07 -3.66 -3.29 -2.94 -2.62 -2.33 -2.07 -1.82 -1.60 -1.40 -1.21 -1.04 -0.88 -0.73 -0.60 -0.47 -0.36 -0.25 -0.15 -0.06 0.02 0.10 0.18 0.24 0.31
